Date,Country,SKU,Category,Retailer,Channel,Units_Sold,Net_Sales,Price_per_Unit,Promo_Flag,Stockout_Flag,Weather_Index,Holiday_Flag,Currency
2024-05-17,France,FR-BEV-02,Beverages,Carrefour,Modern Trade,9,12.52,1.39,0,0,0.588,0,EUR
2024-05-17,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,3,5.54,1.85,0,0,0.588,0,EUR
2024-05-17,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,3,5.38,1.79,0,0,0.588,0,EUR
2024-05-17,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,5,7.08,1.42,1,0,0.588,0,EUR
2024-05-17,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,5,7.11,1.42,0,0,0.588,0,EUR
2024-05-17,France,FR-DAI-05,Dairy,Intermarché,Modern Trade,3,4.91,1.64,0,0,0.588,0,EUR
2024-05-17,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,1,4.45,4.45,0,1,0.588,0,EUR
2024-05-17,France,FR-BAB-04,Baby Food,Carrefour,Modern Trade,1,3.74,3.74,1,0,0.588,0,EUR
2024-05-18,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,2,5.95,2.98,0,0,0.644,0,EUR
2024-05-18,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,4,4.99,1.25,0,0,0.644,0,EUR
2024-05-18,France,FR-BEV-02,Beverages,Leclerc,Modern Trade,10,13.85,1.38,0,0,0.644,0,EUR
2024-05-18,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,2,4.29,2.15,0,0,0.644,0,EUR
2024-05-18,France,FR-DAI-03,Dairy,Auchan,E-Commerce,7,13.34,1.91,0,0,0.644,0,EUR
2024-05-18,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,8,10.24,1.28,1,0,0.644,0,EUR
2024-05-18,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,9,12.68,1.41,0,0,0.644,0,EUR
2024-05-18,France,FR-DAI-05,Dairy,Auchan,E-Commerce,2,3.76,1.88,0,0,0.644,0,EUR
2024-05-18,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,2,9.56,4.78,1,0,0.644,0,EUR
2024-05-18,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,0,0.0,4.71,0,0,0.644,0,EUR
2024-05-19,France,FR-DRY-05,Dry Grocery,Leclerc,Modern Trade,3,8.13,2.71,0,0,0.552,0,EUR
2024-05-19,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,6,7.31,1.22,0,0,0.552,0,EUR
2024-05-19,France,FR-BEV-02,Beverages,Leclerc,Modern Trade,9,12.62,1.4,0,0,0.552,0,EUR
2024-05-19,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,8,15.7,1.96,1,0,0.552,0,EUR
2024-05-19,France,FR-DAI-03,Dairy,Intermarché,Modern Trade,5,9.25,1.85,0,0,0.552,0,EUR
2024-05-19,France,FR-BEV-04,Beverages,Auchan,E-Commerce,7,8.84,1.26,0,0,0.552,0,EUR
2024-05-19,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,5,6.77,1.35,0,0,0.552,0,EUR
2024-05-19,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,4,6.4,1.6,0,0,0.552,0,EUR
2024-05-19,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,4,15.46,3.86,1,0,0.552,0,EUR
2024-05-19,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,3,14.23,4.74,0,0,0.552,0,EUR
2024-05-20,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,1,2.79,2.79,0,0,0.488,0,EUR
2024-05-20,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,2,2.45,1.23,0,1,0.488,0,EUR
2024-05-20,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,4,4.66,1.16,0,0,0.488,0,EUR
2024-05-20,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,1,2.04,2.04,1,0,0.488,0,EUR
2024-05-20,France,FR-DAI-03,Dairy,Carrefour,Modern Trade,4,6.11,1.53,0,0,0.488,0,EUR
2024-05-20,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,11,13.18,1.2,0,0,0.488,0,EUR
2024-05-20,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,8,9.9,1.24,0,0,0.488,0,EUR
2024-05-20,France,FR-DAI-05,Dairy,Carrefour,Modern Trade,2,3.83,1.91,0,1,0.488,0,EUR
2024-05-20,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,1,4.06,4.06,0,0,0.488,0,EUR
2024-05-20,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,0,0.0,4.26,1,0,0.488,0,EUR
2024-05-21,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,3,7.88,2.63,0,0,0.531,0,EUR
2024-05-21,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,9,11.91,1.32,0,1,0.531,0,EUR
2024-05-21,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,8,9.48,1.19,1,0,0.531,0,EUR
2024-05-21,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,3,6.79,2.26,0,0,0.531,0,EUR
2024-05-21,France,FR-DAI-03,Dairy,Auchan,E-Commerce,2,3.37,1.69,0,0,0.531,0,EUR
2024-05-21,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,3,4.21,1.4,0,0,0.531,0,EUR
2024-05-21,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,10,11.11,1.11,0,0,0.531,0,EUR
2024-05-21,France,FR-DAI-05,Dairy,Auchan,E-Commerce,6,9.48,1.58,0,0,0.531,0,EUR
2024-05-21,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,0,0.0,3.62,0,0,0.531,0,EUR
2024-05-21,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,1,4.68,4.68,0,0,0.531,0,EUR
2024-05-22,France,FR-DRY-05,Dry Grocery,Intermarché,Modern Trade,1,2.35,2.35,0,0,0.553,0,EUR
2024-05-22,France,FR-BEV-05,Beverages,Auchan,E-Commerce,2,2.64,1.32,0,0,0.553,0,EUR
2024-05-22,France,FR-BEV-02,Beverages,Carrefour,Modern Trade,6,7.23,1.21,1,0,0.553,0,EUR
2024-05-22,France,FR-BIS-02,Biscuits & Snacks,Auchan,E-Commerce,2,4.71,2.36,0,0,0.553,0,EUR
2024-05-22,France,FR-DAI-03,Dairy,Intermarché,Modern Trade,3,4.83,1.61,0,0,0.553,0,EUR
2024-05-22,France,FR-BEV-04,Beverages,Intermarché,Modern Trade,2,2.4,1.2,0,0,0.553,0,EUR
2024-05-22,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,9,11.16,1.24,0,0,0.553,0,EUR
2024-05-22,France,FR-DAI-05,Dairy,Carrefour,Modern Trade,1,1.86,1.86,0,0,0.553,0,EUR
2024-05-22,France,FR-BAB-01,Baby Food,Intermarché,Modern Trade,1,3.83,3.83,0,0,0.553,0,EUR
2024-05-22,France,FR-BAB-04,Baby Food,Carrefour,Modern Trade,1,4.72,4.72,0,1,0.553,0,EUR
2024-05-23,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,3,7.1,2.37,1,0,0.458,0,EUR
2024-05-23,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,4,5.48,1.37,0,0,0.458,0,EUR
2024-05-23,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,4,4.33,1.08,0,0,0.458,0,EUR
2024-05-23,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,4,8.07,2.02,0,0,0.458,0,EUR
2024-05-23,France,FR-DAI-03,Dairy,Auchan,E-Commerce,4,5.83,1.46,0,1,0.458,0,EUR
2024-05-23,France,FR-BEV-04,Beverages,Intermarché,Modern Trade,7,8.05,1.15,0,1,0.458,0,EUR
2024-05-23,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,4,5.38,1.35,0,0,0.458,0,EUR
2024-05-23,France,FR-DAI-05,Dairy,Auchan,E-Commerce,5,7.48,1.5,1,0,0.458,0,EUR
2024-05-23,France,FR-BAB-01,Baby Food,Carrefour,Modern Trade,0,0.0,3.76,0,0,0.458,0,EUR
2024-05-23,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,3,12.44,4.15,0,0,0.458,0,EUR
2024-05-24,France,FR-DRY-05,Dry Grocery,Leclerc,Modern Trade,1,2.29,2.29,0,0,0.429,0,EUR
2024-05-24,France,FR-BEV-05,Beverages,Auchan,E-Commerce,9,10.25,1.14,0,0,0.429,0,EUR
2024-05-24,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,8,9.36,1.17,0,0,0.429,0,EUR
2024-05-24,France,FR-BIS-02,Biscuits & Snacks,Intermarché,Modern Trade,2,3.69,1.85,0,0,0.429,0,EUR
2024-05-24,France,FR-DAI-03,Dairy,Intermarché,Modern Trade,4,6.07,1.52,0,0,0.429,0,EUR
2024-05-24,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,7,7.81,1.12,0,0,0.429,0,EUR
2024-05-24,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,7,9.77,1.4,0,0,0.429,0,EUR
2024-05-24,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,4,6.69,1.67,1,0,0.429,0,EUR
2024-05-24,France,FR-BAB-01,Baby Food,Intermarché,Modern Trade,1,3.65,3.65,0,0,0.429,0,EUR
2024-05-24,France,FR-BAB-04,Baby Food,Auchan,E-Commerce,1,3.6,3.6,0,0,0.429,0,EUR
2024-05-25,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,3,7.45,2.48,0,0,0.62,0,EUR
2024-05-25,France,FR-BEV-05,Beverages,Auchan,E-Commerce,5,7.12,1.42,0,0,0.62,0,EUR
2024-05-25,France,FR-BEV-02,Beverages,Carrefour,Modern Trade,6,8.6,1.43,0,0,0.62,0,EUR
2024-05-25,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,3,6.64,2.21,0,0,0.62,0,EUR
2024-05-25,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,5,8.64,1.73,0,0,0.62,0,EUR
2024-05-25,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,3,3.67,1.22,0,0,0.62,0,EUR
2024-05-25,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,9,10.5,1.17,0,0,0.62,0,EUR
2024-05-25,France,FR-DAI-05,Dairy,Intermarché,Modern Trade,5,8.86,1.77,0,0,0.62,0,EUR
2024-05-25,France,FR-BAB-01,Baby Food,Intermarché,Modern Trade,1,4.23,4.23,0,0,0.62,0,EUR
2024-05-25,France,FR-BAB-04,Baby Food,Auchan,E-Commerce,5,18.31,3.66,0,0,0.62,0,EUR
2024-05-26,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,2,4.98,2.49,0,0,0.465,0,EUR
2024-05-26,France,FR-BEV-05,Beverages,Leclerc,Modern Trade,7,9.78,1.4,1,0,0.465,0,EUR
2024-05-26,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,8,9.22,1.15,0,0,0.465,0,EUR
2024-05-26,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,1,2.34,2.34,0,0,0.465,0,EUR
2024-05-26,France,FR-DAI-03,Dairy,Auchan,E-Commerce,5,8.69,1.74,0,0,0.465,0,EUR
2024-05-26,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,6,7.79,1.3,1,0,0.465,0,EUR
2024-05-26,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,6,7.26,1.21,0,0,0.465,0,EUR
2024-05-26,France,FR-DAI-05,Dairy,Carrefour,Modern Trade,5,9.44,1.89,0,0,0.465,0,EUR
2024-05-26,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,3,10.98,3.66,0,0,0.465,0,EUR
2024-05-26,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,5,18.26,3.65,0,0,0.465,0,EUR
2024-05-27,France,FR-DRY-05,Dry Grocery,Leclerc,Modern Trade,3,6.94,2.31,1,0,0.464,0,EUR
2024-05-27,France,FR-BEV-05,Beverages,Leclerc,Modern Trade,6,8.63,1.44,0,0,0.464,0,EUR
2024-05-27,France,FR-BEV-02,Beverages,Leclerc,Modern Trade,4,5.54,1.39,0,0,0.464,0,EUR
2024-05-27,France,FR-BIS-02,Biscuits & Snacks,Intermarché,Modern Trade,1,2.02,2.02,0,0,0.464,0,EUR
2024-05-27,France,FR-DAI-03,Dairy,Intermarché,Modern Trade,1,1.68,1.68,0,0,0.464,0,EUR
2024-05-27,France,FR-BEV-04,Beverages,Intermarché,Modern Trade,5,6.64,1.33,0,0,0.464,0,EUR
2024-05-27,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,4,5.06,1.26,0,0,0.464,0,EUR
2024-05-27,France,FR-DAI-05,Dairy,Intermarché,Modern Trade,2,3.56,1.78,0,0,0.464,0,EUR
2024-05-27,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,1,3.91,3.91,0,0,0.464,0,EUR
2024-05-27,France,FR-BAB-04,Baby Food,Auchan,E-Commerce,1,4.65,4.65,0,0,0.464,0,EUR
2024-05-28,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,1,2.94,2.94,0,0,0.423,0,EUR
2024-05-28,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,11,12.54,1.14,1,0,0.423,0,EUR
2024-05-28,France,FR-BEV-02,Beverages,Auchan,E-Commerce,6,6.77,1.13,1,0,0.423,0,EUR
2024-05-28,France,FR-BIS-02,Biscuits & Snacks,Intermarché,Modern Trade,5,10.51,2.1,0,0,0.423,0,EUR
2024-05-28,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,1,1.91,1.91,0,0,0.423,0,EUR
2024-05-28,France,FR-BEV-04,Beverages,Intermarché,Modern Trade,8,9.34,1.17,0,0,0.423,0,EUR
2024-05-28,France,FR-BEV-03,Beverages,Auchan,E-Commerce,11,15.23,1.38,0,0,0.423,0,EUR
2024-05-28,France,FR-DAI-05,Dairy,Carrefour,Modern Trade,1,1.65,1.65,0,0,0.423,0,EUR
2024-05-28,France,FR-BAB-01,Baby Food,Leclerc,Modern Trade,1,3.73,3.73,0,0,0.423,0,EUR
2024-05-28,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,0,0.0,4.45,1,0,0.423,0,EUR
2024-05-29,France,FR-DRY-05,Dry Grocery,Leclerc,Modern Trade,1,2.4,2.4,0,0,0.62,0,EUR
2024-05-29,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,7,8.53,1.22,0,0,0.62,0,EUR
2024-05-29,France,FR-BEV-02,Beverages,Auchan,E-Commerce,5,6.76,1.35,0,0,0.62,0,EUR
2024-05-29,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,1,1.92,1.92,0,0,0.62,0,EUR
2024-05-29,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,5,8.76,1.75,0,0,0.62,0,EUR
2024-05-29,France,FR-BEV-04,Beverages,Auchan,E-Commerce,8,10.79,1.35,0,0,0.62,0,EUR
2024-05-29,France,FR-BEV-03,Beverages,Leclerc,Modern Trade,7,8.3,1.19,1,0,0.62,0,EUR
2024-05-29,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,5,9.11,1.82,0,0,0.62,0,EUR
2024-05-29,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,0,0.0,3.95,0,0,0.62,0,EUR
2024-05-29,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,2,8.72,4.36,0,0,0.62,0,EUR
2024-05-30,France,FR-DRY-05,Dry Grocery,Intermarché,Modern Trade,2,5.67,2.84,0,0,0.454,0,EUR
2024-05-30,France,FR-BEV-05,Beverages,Auchan,E-Commerce,11,13.19,1.2,0,0,0.454,0,EUR
2024-05-30,France,FR-BEV-02,Beverages,Auchan,E-Commerce,12,14.4,1.2,1,0,0.454,0,EUR
2024-05-30,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,1,2.26,2.26,0,0,0.454,0,EUR
2024-05-30,France,FR-DAI-03,Dairy,Auchan,E-Commerce,5,7.48,1.5,1,0,0.454,0,EUR
2024-05-30,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,3,3.45,1.15,0,0,0.454,0,EUR
2024-05-30,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,9,10.4,1.16,0,0,0.454,0,EUR
2024-05-30,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,1,1.62,1.62,0,0,0.454,0,EUR
2024-05-30,France,FR-BAB-01,Baby Food,Intermarché,Modern Trade,0,0.0,4.69,0,0,0.454,0,EUR
2024-05-30,France,FR-BAB-04,Baby Food,Leclerc,Modern Trade,3,11.5,3.83,0,0,0.454,0,EUR
2024-05-31,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,2,5.22,2.61,0,0,0.439,0,EUR
2024-05-31,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,5,6.28,1.26,0,0,0.439,0,EUR
2024-05-31,France,FR-BEV-02,Beverages,Auchan,E-Commerce,6,7.4,1.23,0,0,0.439,0,EUR
2024-05-31,France,FR-BIS-02,Biscuits & Snacks,Auchan,E-Commerce,6,13.74,2.29,0,0,0.439,0,EUR
2024-05-31,France,FR-DAI-03,Dairy,Auchan,E-Commerce,3,4.66,1.55,0,0,0.439,0,EUR
2024-05-31,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,2,2.79,1.4,0,0,0.439,0,EUR
2024-05-31,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,4,4.74,1.19,0,0,0.439,0,EUR
2024-05-31,France,FR-DAI-05,Dairy,Intermarché,Modern Trade,5,8.68,1.74,0,0,0.439,0,EUR
2024-05-31,France,FR-BAB-01,Baby Food,Intermarché,Modern Trade,1,4.44,4.44,0,0,0.439,0,EUR
2024-05-31,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,0,0.0,3.74,1,0,0.439,0,EUR
2024-06-01,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,1,2.82,2.82,0,0,0.629,0,EUR
2024-06-01,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,6,8.43,1.41,1,0,0.629,0,EUR
2024-06-01,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,8,9.29,1.16,0,0,0.629,0,EUR
2024-06-01,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,2,4.61,2.31,0,0,0.629,0,EUR
2024-06-01,France,FR-DAI-03,Dairy,Carrefour,Modern Trade,8,13.0,1.62,0,0,0.629,0,EUR
2024-06-01,France,FR-BEV-04,Beverages,Intermarché,Modern Trade,8,9.46,1.18,0,0,0.629,0,EUR
2024-06-01,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,6,7.22,1.2,0,0,0.629,0,EUR
2024-06-01,France,FR-DAI-05,Dairy,Auchan,E-Commerce,4,7.44,1.86,0,0,0.629,0,EUR
2024-06-01,France,FR-BAB-01,Baby Food,Carrefour,Modern Trade,0,0.0,3.6,0,0,0.629,0,EUR
2024-06-01,France,FR-BAB-04,Baby Food,Auchan,E-Commerce,1,4.72,4.72,0,0,0.629,0,EUR
2024-06-02,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,2,5.18,2.59,0,0,0.776,0,EUR
2024-06-02,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,5,5.6,1.12,1,0,0.776,0,EUR
2024-06-02,France,FR-BEV-02,Beverages,Auchan,E-Commerce,6,8.53,1.42,0,0,0.776,0,EUR
2024-06-02,France,FR-BIS-02,Biscuits & Snacks,Auchan,E-Commerce,5,10.03,2.01,0,0,0.776,0,EUR
2024-06-02,France,FR-DAI-03,Dairy,Auchan,E-Commerce,3,4.64,1.55,0,0,0.776,0,EUR
2024-06-02,France,FR-BEV-04,Beverages,Auchan,E-Commerce,11,13.87,1.26,0,0,0.776,0,EUR
2024-06-02,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,9,11.77,1.31,0,0,0.776,0,EUR
2024-06-02,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,6,11.04,1.84,0,0,0.776,0,EUR
2024-06-02,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,1,4.53,4.53,0,0,0.776,0,EUR
2024-06-02,France,FR-BAB-04,Baby Food,Auchan,E-Commerce,0,0.0,3.78,0,0,0.776,0,EUR
2024-06-03,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,1,2.44,2.44,0,0,0.654,0,EUR
2024-06-03,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,5,6.05,1.21,0,0,0.654,0,EUR
2024-06-03,France,FR-BEV-02,Beverages,Auchan,E-Commerce,4,5.54,1.38,0,0,0.654,0,EUR
2024-06-03,France,FR-BIS-02,Biscuits & Snacks,Auchan,E-Commerce,4,8.03,2.01,0,0,0.654,0,EUR
2024-06-03,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,2,2.98,1.49,0,0,0.654,0,EUR
2024-06-03,France,FR-BEV-04,Beverages,Leclerc,Modern Trade,3,3.88,1.29,0,0,0.654,0,EUR
2024-06-03,France,FR-BEV-03,Beverages,Leclerc,Modern Trade,6,8.58,1.43,0,0,0.654,0,EUR
2024-06-03,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,2,3.05,1.53,0,0,0.654,0,EUR
2024-06-03,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,3,13.29,4.43,0,1,0.654,0,EUR
2024-06-03,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,1,4.52,4.52,0,0,0.654,0,EUR
2024-06-04,France,FR-DRY-05,Dry Grocery,Intermarché,Modern Trade,3,7.42,2.47,0,0,0.684,0,EUR
2024-06-04,France,FR-BEV-05,Beverages,Auchan,E-Commerce,4,5.4,1.35,0,0,0.684,0,EUR
2024-06-04,France,FR-BEV-02,Beverages,Carrefour,Modern Trade,1,1.29,1.29,0,0,0.684,0,EUR
2024-06-04,France,FR-BIS-02,Biscuits & Snacks,Intermarché,Modern Trade,4,8.55,2.14,0,0,0.684,0,EUR
2024-06-04,France,FR-DAI-03,Dairy,Intermarché,Modern Trade,5,8.62,1.72,0,0,0.684,0,EUR
2024-06-04,France,FR-BEV-04,Beverages,Auchan,E-Commerce,6,7.77,1.29,0,0,0.684,0,EUR
2024-06-04,France,FR-BEV-03,Beverages,Intermarché,Modern Trade,9,12.19,1.35,0,0,0.684,0,EUR
2024-06-04,France,FR-DAI-05,Dairy,Intermarché,Modern Trade,4,6.1,1.53,0,0,0.684,0,EUR
2024-06-04,France,FR-BAB-01,Baby Food,Carrefour,Modern Trade,0,0.0,4.64,0,0,0.684,0,EUR
2024-06-04,France,FR-BAB-04,Baby Food,Carrefour,Modern Trade,3,11.33,3.78,1,0,0.684,0,EUR
2024-06-05,France,FR-DRY-05,Dry Grocery,Leclerc,Modern Trade,5,12.46,2.49,0,0,0.627,0,EUR
2024-06-05,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,5,7.08,1.42,0,0,0.627,0,EUR
2024-06-05,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,6,7.13,1.19,0,0,0.627,0,EUR
2024-06-05,France,FR-BIS-02,Biscuits & Snacks,Auchan,E-Commerce,2,3.74,1.87,0,0,0.627,0,EUR
2024-06-05,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,1,1.79,1.79,0,0,0.627,0,EUR
2024-06-05,France,FR-BEV-04,Beverages,Auchan,E-Commerce,6,6.84,1.14,0,0,0.627,0,EUR
2024-06-05,France,FR-BEV-03,Beverages,Auchan,E-Commerce,7,9.61,1.37,0,0,0.627,0,EUR
2024-06-05,France,FR-DAI-05,Dairy,Auchan,E-Commerce,3,4.9,1.63,0,0,0.627,0,EUR
2024-06-05,France,FR-BAB-01,Baby Food,Carrefour,Modern Trade,3,12.9,4.3,0,0,0.627,0,EUR
2024-06-05,France,FR-BAB-04,Baby Food,Leclerc,Modern Trade,1,4.74,4.74,0,0,0.627,0,EUR
2024-06-06,France,FR-DRY-05,Dry Grocery,Auchan,E-Commerce,1,2.67,2.67,0,0,0.593,0,EUR
2024-06-06,France,FR-BEV-05,Beverages,Carrefour,Modern Trade,11,13.61,1.24,0,0,0.593,0,EUR
2024-06-06,France,FR-BEV-02,Beverages,Carrefour,Modern Trade,3,3.91,1.3,0,1,0.593,0,EUR
2024-06-06,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,1,2.32,2.32,1,0,0.593,0,EUR
2024-06-06,France,FR-DAI-03,Dairy,Leclerc,Modern Trade,5,8.94,1.79,0,0,0.593,0,EUR
2024-06-06,France,FR-BEV-04,Beverages,Auchan,E-Commerce,9,11.03,1.23,0,0,0.593,0,EUR
2024-06-06,France,FR-BEV-03,Beverages,Auchan,E-Commerce,6,7.08,1.18,0,0,0.593,0,EUR
2024-06-06,France,FR-DAI-05,Dairy,Auchan,E-Commerce,6,9.03,1.51,0,0,0.593,0,EUR
2024-06-06,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,2,8.47,4.23,0,0,0.593,0,EUR
2024-06-06,France,FR-BAB-04,Baby Food,Intermarché,Modern Trade,2,7.61,3.8,0,0,0.593,0,EUR
2024-06-07,France,FR-DRY-05,Dry Grocery,Carrefour,Modern Trade,0,0.0,2.63,0,0,0.727,0,EUR
2024-06-07,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,9,11.42,1.27,0,0,0.727,0,EUR
2024-06-07,France,FR-BEV-02,Beverages,Intermarché,Modern Trade,6,6.92,1.15,0,0,0.727,0,EUR
2024-06-07,France,FR-BIS-02,Biscuits & Snacks,Leclerc,Modern Trade,2,3.96,1.98,0,0,0.727,0,EUR
2024-06-07,France,FR-DAI-03,Dairy,Auchan,E-Commerce,0,0.0,1.5,0,0,0.727,0,EUR
2024-06-07,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,11,13.24,1.2,0,0,0.727,0,EUR
2024-06-07,France,FR-BEV-03,Beverages,Carrefour,Modern Trade,10,12.28,1.23,0,0,0.727,0,EUR
2024-06-07,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,7,13.3,1.9,1,0,0.727,0,EUR
2024-06-07,France,FR-BAB-01,Baby Food,Carrefour,Modern Trade,1,4.55,4.55,0,0,0.727,0,EUR
2024-06-07,France,FR-BAB-04,Baby Food,Carrefour,Modern Trade,0,0.0,4.32,0,0,0.727,0,EUR
2024-06-08,France,FR-DRY-05,Dry Grocery,Intermarché,Modern Trade,3,7.27,2.42,0,0,0.584,0,EUR
2024-06-08,France,FR-BEV-05,Beverages,Intermarché,Modern Trade,5,6.9,1.38,0,0,0.584,0,EUR
2024-06-08,France,FR-BEV-02,Beverages,Auchan,E-Commerce,2,2.66,1.33,0,0,0.584,0,EUR
2024-06-08,France,FR-BIS-02,Biscuits & Snacks,Carrefour,Modern Trade,3,6.95,2.32,0,0,0.584,0,EUR
2024-06-08,France,FR-DAI-03,Dairy,Carrefour,Modern Trade,4,5.96,1.49,0,0,0.584,0,EUR
2024-06-08,France,FR-BEV-04,Beverages,Carrefour,Modern Trade,10,10.94,1.09,0,0,0.584,0,EUR
2024-06-08,France,FR-BEV-03,Beverages,Auchan,E-Commerce,11,14.93,1.36,1,0,0.584,0,EUR
2024-06-08,France,FR-DAI-05,Dairy,Leclerc,Modern Trade,3,5.72,1.91,0,1,0.584,0,EUR
2024-06-08,France,FR-BAB-01,Baby Food,Auchan,E-Commerce,1,4.39,4.39,0,0,0.584,0,EUR
2024-06-08,France,FR-BAB-04,Baby Food,Carrefour,Modern Trade,2,9.47,4.74,0,0,0.584,0,EUR
